emp_no,first_name,last_name,gender,salary,to_date
92054,Gonzalo,Cooley,M,65403,9999-01-01
92089,Youjian,Fiutem,M,44320,9999-01-01
92117,Djelloul,Hammerschmidt,M,40239,9999-01-01
92136,Isaac,Kamber,F,48941,9999-01-01
92210,Kazuhito,Assaf,M,40000,9999-01-01
92251,Jianhao,Furudate,M,64631,9999-01-01
92262,Danae,Imataki,M,46407,9999-01-01
92429,Mariusz,Yurov,F,40000,9999-01-01
92442,Lenore,Birdsall,M,48790,9999-01-01
92513,Honesty,Asrin,F,55687,9999-01-01
92517,Mamdouh,Suessmith,M,40000,9999-01-01
92563,Kensyu,Ranze,M,49734,9999-01-01
92690,Jackson,Yurov,M,52299,9999-01-01
92770,Sudharsan,Braunmuhl,M,46554,9999-01-01
92829,Nechama,Kalefeld,M,50087,9999-01-01
92835,Freyja,Godskesen,M,56357,9999-01-01
92842,Maris,Lorie,F,40000,9999-01-01
92870,Atilio,Imataki,F,47261,9999-01-01
92980,Quingbo,Kakkad,M,50216,9999-01-01
93017,Gian,Terkki,F,40000,9999-01-01
93020,Masako,Fraisse,M,44947,9999-01-01
93049,Christoper,Ananiadou,F,45717,9999-01-01
93107,Martien,Buchter,F,43059,9999-01-01
93183,Kenton,Marzano,F,47299,9999-01-01
93219,Dulce,Kolinko,F,40000,9999-01-01
93224,Shigeo,Gonthier,F,69126,9999-01-01
93299,Hatsukazu,Swist,F,65191,9999-01-01
93314,Carrsten,Beeson,F,40000,9999-01-01
93389,Sungwon,Hooghiemstra,F,48553,9999-01-01
93399,Rosalie,Bennet,M,40000,9999-01-01
93426,Olivera,Kambil,M,40000,9999-01-01
93492,Lenore,Yetim,M,40000,9999-01-01
93495,Lunjin,Gill,F,41835,9999-01-01
93509,Lijie,Perl,M,40000,9999-01-01
93536,Zhonghua,Zongker,M,54589,9999-01-01
93682,Mari,Mukaidono,M,40408,9999-01-01
93735,Bernice,Krichel,M,51788,9999-01-01
93745,Mandell,Schrooten,M,41972,9999-01-01
93798,Monique,Azumi,F,68796,9999-01-01
93825,Rosella,Mitsuhashi,F,83974,9999-01-01
93915,Genevieve,Waymire,F,40000,9999-01-01
93921,Chuanti,Driscoll,M,51567,9999-01-01
93958,Morrie,Cyre,M,40000,9999-01-01
93995,Saeed,Luon,M,40000,9999-01-01
94030,Masato,Shobatake,F,40000,9999-01-01
94034,Vasilis,Riesenhuber,F,40000,9999-01-01
94120,Limsoon,Ohori,M,40000,9999-01-01
94142,Weiyi,Avouris,M,52579,9999-01-01
94211,Martins,Yurov,F,41359,9999-01-01
94229,Shen,Thambidurai,M,59707,9999-01-01
94270,Serge,Heuser,F,47324,9999-01-01
94285,Goa,Munro,M,40000,9999-01-01
94309,Tomoyuki,Zobel,M,58503,9999-01-01
94320,Kirk,Papsdorf,F,40000,9999-01-01
94341,Bokyung,Serre,F,43773,9999-01-01
94342,Ramalingam,Demizu,F,40000,9999-01-01
94480,Remzi,Majewski,M,46941,9999-01-01
94582,Willard,Baar,F,56843,9999-01-01
94589,Sibyl,Heusch,M,40000,9999-01-01
94596,Nahid,Biros,M,45491,9999-01-01
94603,Fox,Kuszyk,M,46637,9999-01-01
94666,Gudjon,Denti,M,59634,9999-01-01
94681,Nigel,Clemencon,M,45741,9999-01-01
94710,Anneke,Schrooten,F,79794,9999-01-01
94732,Heping,Eiter,M,40673,9999-01-01
94735,Rosine,Peak,M,45032,9999-01-01
94815,Kwun,Dusink,F,46691,9999-01-01
94849,Shao,Koshino,F,74677,9999-01-01
94864,Boriana,Cronin,M,55708,9999-01-01
94987,Kazuhira,Berendt,M,40793,9999-01-01
94998,Goh,Koblitz,M,40000,9999-01-01
95133,Shiv,Strandh,F,40000,9999-01-01
95277,Gina,Gist,F,43492,9999-01-01
95278,Roselyn,Seghrouchni,F,40000,9999-01-01
95285,Dipayan,Muhling,M,78422,9999-01-01
95294,Dulce,Bain,M,59900,9999-01-01
95323,Patricia,Makinen,M,40000,9999-01-01
95365,Xuejia,Sichman,F,40000,9999-01-01
95393,Udaiprakash,Magliocco,M,40000,9999-01-01
95473,Roselyn,Wallrath,F,49930,9999-01-01
95510,Mototsugu,Christ,M,50472,9999-01-01
95541,Chinho,Whitcomb,M,40000,9999-01-01
95558,Vasiliy,Etalle,M,44781,9999-01-01
95647,Francoise,Cheshire,F,63045,9999-01-01
95662,Martien,Spell,M,43669,9999-01-01
95696,Akemi,Schaft,F,45811,9999-01-01
95714,Doohun,Kaiserswerth,M,40000,9999-01-01
95736,Nahum,Glinert,M,47079,9999-01-01
95820,Hyuckchul,Perri,F,40000,9999-01-01
95822,Divine,Teitelbaum,M,40000,9999-01-01
95853,Manton,Flasterstein,F,40000,9999-01-01
95890,Leni,Baba,F,40000,9999-01-01
95992,Hirochika,Jenevein,M,42134,9999-01-01
96016,Giao,Falco,F,58445,9999-01-01
96059,Valter,Mandell,F,40000,9999-01-01
96099,Roded,Ritzmann,M,63686,9999-01-01
96107,Luise,Geffroy,F,53122,9999-01-01
96108,Hatsukazu,Krychniak,F,50955,9999-01-01
96129,Aloys,Alvarado,F,66470,9999-01-01
96132,Sachem,Wroclawski,M,40147,9999-01-01
96138,Lidong,Ghalwash,F,40000,9999-01-01
96161,Hugh,Riesenhuber,F,51915,9999-01-01
96162,Tokuyasu,Dehkordi,M,40000,9999-01-01
96169,Roselyn,Bharadwaj,M,49904,9999-01-01
96196,Berthier,Zambonelli,F,45838,9999-01-01
96197,Yechiam,Himler,M,40000,9999-01-01
96201,Suvo,Guting,M,49635,9999-01-01
96311,Candido,Riesenhuber,F,51609,9999-01-01
96346,Gian,Pettis,M,70496,9999-01-01
96432,Taisook,Raoux,M,40000,9999-01-01
96560,Parto,Kushner,M,40000,9999-01-01
96609,Bowen,Kemmerer,M,40000,9999-01-01
96673,Hironobu,Oxman,F,44900,9999-01-01
96689,Emdad,Roohalamini,F,40000,9999-01-01
96704,Baziley,Koshino,M,42073,9999-01-01
96766,Van,Trachtenberg,M,40000,9999-01-01
96844,Tommaso,Maliniak,M,40000,9999-01-01
96853,Maha,Rissanen,M,40000,9999-01-01
96865,Josyula,Ulupinar,F,53282,9999-01-01
96897,Xiaobin,Willoner,M,40000,9999-01-01
96900,Dekang,Solovay,F,40000,9999-01-01
96921,Along,Waymire,M,40000,9999-01-01
97077,Subbu,Fontan,F,40000,9999-01-01
97099,Chinya,Kaiserswerth,M,53077,9999-01-01
97123,Basim,Suppi,F,46861,9999-01-01
97126,Nitsan,Heyers,F,64243,9999-01-01
97136,Bartek,Clouatre,F,42860,9999-01-01
97194,Dannz,Ozery,M,56146,9999-01-01
97208,Leif,Gelosh,M,58419,9999-01-01
97225,Adam,Erez,F,40000,9999-01-01
97262,Miomir,Esteva,F,63332,9999-01-01
97264,Ennio,Roisin,M,59002,9999-01-01
97287,Chanjung,Rajala,M,40000,9999-01-01
97315,Hironoby,Hoogerwoord,M,40000,9999-01-01
97428,Rildo,Sankaranarayanan,M,68337,9999-01-01
97525,Shih,Krider,F,67590,9999-01-01
97571,Guoxiang,Itzigehl,M,73188,9999-01-01
97628,Xiaobin,Luck,F,40000,9999-01-01
97694,Girolamo,Cummings,M,45942,9999-01-01
97724,Jagoda,Pezzoli,M,40000,9999-01-01
97796,Jacopo,Schoegge,M,52247,9999-01-01
97843,Barna,Lenart,F,40000,9999-01-01
97886,Mario,Chartres,M,40000,9999-01-01
97913,Saeko,Staylopatis,M,40000,9999-01-01
97948,Henk,Geffroy,M,40000,9999-01-01
98038,Mack,Peron,M,40000,9999-01-01
98052,JoAnne,Binding,F,47290,9999-01-01
98054,Berry,Conry,M,52842,9999-01-01
98063,Danco,Rusterholz,M,69407,9999-01-01
98072,Luerbio,Merro,F,40000,9999-01-01
98098,Feipei,Eterovic,F,40000,9999-01-01
98125,Subir,VanScheik,M,51565,9999-01-01
98171,Jaroslava,Busillo,F,62749,9999-01-01
98192,Sumali,Murtagh,F,72305,9999-01-01
98212,Sham,Slutz,F,40000,9999-01-01
98241,Felicidad,Kroha,F,47974,9999-01-01
98247,Shakhar,Skafidas,M,40000,9999-01-01
98253,Pragnesh,Homond,M,44356,9999-01-01
98269,Vasilii,Ghazalie,F,40000,9999-01-01
98285,Georg,Piancastelli,F,40000,9999-01-01
98305,Yongmao,Stranks,M,63537,9999-01-01
98317,Domenico,Vieri,M,43524,9999-01-01
98323,Amalendu,Ponthieu,M,64682,9999-01-01
98338,Guenter,Taneja,F,40000,9999-01-01
98358,Basim,Aingworth,M,53905,9999-01-01
98394,Berthier,Anick,M,57807,9999-01-01
98430,Fay,Langford,M,61482,9999-01-01
98458,Oguz,Pollock,M,47360,9999-01-01
98478,Baruch,Heystek,F,40000,9999-01-01
98497,Jianhao,Cannata,M,40000,9999-01-01
98518,Gad,Rahimi,M,40671,9999-01-01
98536,Francesca,Figueira,M,40000,9999-01-01
98558,Valery,Llado,F,40000,9999-01-01
98586,Kauko,Steenbeek,M,40000,9999-01-01
98619,Sham,Debuse,M,48411,9999-01-01
98628,Radhika,Bahl,M,40000,9999-01-01
98680,Serge,Tchuente,F,52009,9999-01-01
98766,Gretta,Buchter,M,69215,9999-01-01
98768,Valery,Iacovou,M,40000,9999-01-01
98813,Surveyors,Peck,M,59764,9999-01-01
98838,Kazuhito,Deville,M,70627,9999-01-01
98854,Kotesh,Garrabrants,M,43094,9999-01-01
98905,Nikolaos,Negoita,M,40471,9999-01-01
98977,Richara,Alameldin,M,52810,9999-01-01
98987,Dipayan,Suermann,F,40000,9999-01-01
98992,Gonzalo,Heping,M,59547,9999-01-01
99013,Tsz,Cools,F,46808,9999-01-01
99097,Toshiki,Munawer,M,40000,9999-01-01
99153,Maik,Montresor,M,40000,9999-01-01
99208,Mokhtar,Bernick,M,41107,9999-01-01
99210,Irene,Morrin,F,40000,9999-01-01
99226,Mario,Pehl,M,42023,9999-01-01
99231,Nahla,Wielonsky,M,50698,9999-01-01
99269,Leaf,Gien,M,40000,9999-01-01
99290,Youssef,Basagni,F,40000,9999-01-01
99297,Xinan,Erman,M,54074,9999-01-01
99299,Sachem,Claffy,F,52523,9999-01-01
99313,Masasuke,Caine,M,40000,9999-01-01
99371,Tokuyasu,Vuskovic,F,58546,9999-01-01
99390,Cristinel,Potthoff,M,52747,9999-01-01
99473,Jaihie,Servi,M,63089,9999-01-01
99527,Feipei,Duclos,F,40000,9999-01-01
99567,Christfried,Oberman,F,69068,9999-01-01
99571,Rajmohan,Slobodova,F,40000,9999-01-01
99583,Holgard,Schmittgen,F,47873,9999-01-01
99608,Baruch,Paludetto,F,42571,9999-01-01
99622,Etsuo,Taneja,M,44203,9999-01-01
99649,Danny,Berstel,M,40000,9999-01-01
99655,Elvis,Borovoy,M,68796,9999-01-01
99703,Manton,Berstel,F,71946,9999-01-01
99771,Gudjon,Lund,F,40000,9999-01-01
99779,Rasiah,Taubenfeld,M,45628,9999-01-01
99804,Abdelghani,Benner,M,58433,9999-01-01
99860,Mitchel,Homond,F,49331,9999-01-01
99883,Dulce,Linares,M,62474,9999-01-01
99895,Olivera,Feldmann,M,44629,9999-01-01
99989,Divine,Docker,M,42342,9999-01-01
100013,Gunilla,Bernardinello,F,81806,9999-01-01
100046,Jayson,Jumpertz,F,40000,9999-01-01
100101,Shakhar,Egerstedt,M,57364,9999-01-01
100137,Seongbae,Bail,F,40000,9999-01-01
100138,Changho,Prenel,M,43804,9999-01-01
100146,Nalini,Woycyznski,F,59959,9999-01-01
100158,Ayakannu,Falby,F,40000,9999-01-01
100159,Sakthirel,Boudaillier,M,40000,9999-01-01
100169,Ingmar,Angot,M,46710,9999-01-01
100175,Willard,Maginnis,M,60426,9999-01-01
100180,Ohad,Lichtner,M,63640,9999-01-01
100257,Mahmut,Poulakidas,M,50891,9999-01-01
100259,Jiang,Laurillard,F,40000,9999-01-01
100264,Jaroslava,Hegner,M,40000,9999-01-01
100303,Huei,Pargaonkar,F,40000,9999-01-01
100333,Kyoichi,Radivojevic,M,54918,9999-01-01
100349,Gianluca,Jarecki,M,40000,9999-01-01
100358,Lucian,Falby,M,40000,9999-01-01
100382,Mariangiola,Wynblatt,M,53751,9999-01-01
100384,Richara,Yurek,F,42995,9999-01-01
100428,Fayez,Einsfeld,M,60997,9999-01-01
100429,Jayesh,Brender,F,59160,9999-01-01
100497,Tze,Fortenbacher,M,40000,9999-01-01
100531,Toshiko,Kranzdorf,M,44836,9999-01-01
100583,Goetz,Schnelling,M,40000,9999-01-01
100653,Georgi,Maraist,M,40000,9999-01-01
100721,Poornachandra,Bade,F,62649,9999-01-01
100838,Kristin,Serre,F,40766,9999-01-01
100853,Aris,Coombs,M,65520,9999-01-01
100854,Serge,Kaiserswerth,M,40000,9999-01-01
100889,Mariusz,Spelt,M,40000,9999-01-01
100914,Erzsebet,Shackell,F,42899,9999-01-01
100920,Henk,Byoun,F,40000,9999-01-01
100934,Goncalo,Czaja,M,41164,9999-01-01
100960,Saniya,Candan,M,49070,9999-01-01
101003,Pranas,Kusakabe,F,58383,9999-01-01
101005,Niranjan,Erni,F,40000,9999-01-01
101018,Shigeu,Serra,M,61471,9999-01-01
101034,Elgin,Tyugu,M,42628,9999-01-01
101067,Kerhong,Schmittgen,M,54297,9999-01-01
101073,Yongdong,Iwayama,F,61079,9999-01-01
101096,Make,Zaccaria,M,40000,9999-01-01
101218,Basil,Huhdanpaa,F,56978,9999-01-01
101221,Phule,Saoudi,M,61546,9999-01-01
101291,Kellie,Mapelli,M,40000,9999-01-01
101321,Arvind,Beetstra,M,41130,9999-01-01
101331,Tsz,Hagimont,M,51344,9999-01-01
101405,Takahito,Fasbender,M,40000,9999-01-01
101428,Tiina,Muhling,F,59123,9999-01-01
101470,Toshiki,Champarnaud,M,40000,9999-01-01
101519,Marek,Macedo,M,61833,9999-01-01
101523,Vishv,Quadeer,M,56781,9999-01-01
101530,Sushant,Debuse,M,49869,9999-01-01
101537,Luigi,Cyre,F,43887,9999-01-01
101558,Wojceich,Tischendorf,M,46986,9999-01-01
101559,Rasiah,Kisuki,F,53702,9999-01-01
101638,Gaurav,Conta,M,51982,9999-01-01
101681,Goh,Fasbender,F,40000,9999-01-01
101688,Bilhanan,Worfolk,M,40000,9999-01-01
101719,Nadjib,Wolniewicz,F,51059,9999-01-01
101721,Hidefumi,Cooke,M,40000,9999-01-01
101778,Aamer,Peha,F,40000,9999-01-01
101800,Arlette,Iwayama,M,40000,9999-01-01
101808,Atreye,Hedayat,M,42707,9999-01-01
101888,Eran,Ritcey,M,40000,9999-01-01
101915,Mayuri,Chenoweth,M,53504,9999-01-01
101928,Avishai,Baezner,M,41357,9999-01-01
101932,Christophe,Hashii,F,46203,9999-01-01
101949,Foong,Pettis,F,49621,9999-01-01
102011,Genevieve,Lund,M,52456,9999-01-01
102027,Gladys,Isaak,F,40000,9999-01-01
102061,Niclas,Nittel,M,75529,9999-01-01
102079,Gay,Thiria,F,40000,9999-01-01
102144,Bernice,Karlin,F,40000,9999-01-01
102191,Nikolaos,Menyhert,M,57701,9999-01-01
102217,Christ,Luks,F,40000,9999-01-01
102240,Shmuel,Rodite,F,63672,9999-01-01
102257,Stella,Tsukune,M,41309,9999-01-01
102292,Fumiyo,Peltason,M,61172,9999-01-01
102298,Tianruo,Selenyi,M,40000,9999-01-01
102320,Bangqing,Sichman,M,40000,9999-01-01
102372,Maik,Jahnichen,M,98186,9999-01-01
102385,Mountaz,Sidou,F,73828,9999-01-01
102496,Ayonca,Hiraishi,F,40000,9999-01-01
102514,Arne,Huttel,F,63125,9999-01-01
102520,Tetsurou,Remmers,M,40000,9999-01-01
102632,Caolyn,Radwan,F,40000,9999-01-01
102654,Gregory,Makinen,M,50339,9999-01-01
102700,Juichirou,Hedayat,F,40000,9999-01-01
102710,Divier,Szmurlo,M,40000,9999-01-01
102754,Mohua,Huhdanpaa,M,48479,9999-01-01
102757,Arno,Pardalos,M,62091,9999-01-01
102793,Joydip,Benzaken,F,40000,9999-01-01
102801,Chanjung,Chachaty,M,40000,9999-01-01
102851,Xudong,Bruckman,M,40000,9999-01-01
103005,Rafael,Keustermans,M,69015,9999-01-01
103092,Mabry,Falby,M,63906,9999-01-01
103128,Alenka,Crabtree,M,40000,9999-01-01
103178,Tetsurou,Argence,F,60955,9999-01-01
103198,Alois,Yeung,F,65725,9999-01-01
103223,Jongsuk,Papadias,F,49621,9999-01-01
103245,Sajjad,Cusworth,M,40000,9999-01-01
103252,Domenick,Baca,M,40000,9999-01-01
103332,Zhanqiu,Guerreiro,M,81180,9999-01-01
103344,Sanjeeva,Whittlesey,M,68040,9999-01-01
103349,Chiranjit,Saoudi,M,44988,9999-01-01
103350,George,Kranzdorf,F,40000,9999-01-01
103351,Stein,Junot,F,56479,9999-01-01
103435,Sverrir,Ghazalie,M,46549,9999-01-01
103484,Niclas,Velardi,M,57461,9999-01-01
103523,Visit,Servieres,M,45367,9999-01-01
103566,Fumino,Pouyioutas,M,41852,9999-01-01
103567,Eberhardt,Perl,M,62521,9999-01-01
103568,Peternela,Camarinopoulos,M,40000,9999-01-01
103586,Kwee,Veevers,F,42217,9999-01-01
103641,Aamer,Loncour,M,56711,9999-01-01
103644,Harjit,Erdi,M,65011,9999-01-01
103659,Remco,Feldmann,M,62404,9999-01-01
103663,Bezalel,Edelhoff,M,40000,9999-01-01
103665,Tomoyuki,Monarch,M,63183,9999-01-01
103668,Remmert,Mitchem,F,40000,9999-01-01
103682,Samphel,Shrader,F,46159,9999-01-01
103731,Leandro,Cyre,M,40000,9999-01-01
103835,Masasuke,Cyre,M,53360,9999-01-01
103897,Vivian,Munos,M,68733,9999-01-01
103913,Shahid,Yurov,F,50892,9999-01-01
103918,Seshu,Jenevein,F,42579,9999-01-01
103987,Aimee,Uhrik,F,69354,9999-01-01
104005,Ibibia,Molenkamp,F,40000,9999-01-01
104021,Yonghoan,Mondadori,M,40000,9999-01-01
104054,Uinam,Rothe,F,51886,9999-01-01
104122,Georg,Schreiter,M,40000,9999-01-01
104130,Kazuhira,Rodiger,M,40000,9999-01-01
104145,Mang,Selvestrel,M,40000,9999-01-01
104160,Kotesh,Kamber,F,57764,9999-01-01
104233,Cordelia,Kolvik,F,43781,9999-01-01
104266,Kiyokazu,Antonakopoulos,F,42290,9999-01-01
104294,Siddarth,Flowers,M,46683,9999-01-01
104328,Luerbio,Setlzner,F,57862,9999-01-01
104549,Chaoyi,Sabnani,M,53559,9999-01-01
104625,Odoardo,Vendrig,M,40000,9999-01-01
104644,Yuguang,Lieblein,F,49794,9999-01-01
104718,Lorien,Brandsma,M,44493,9999-01-01
104760,Gian,Gulla,F,40000,9999-01-01
104939,Armond,Masamoto,F,56152,9999-01-01
104941,Yonghong,Schaap,M,43708,9999-01-01
104945,Gro,Polupanov,F,52910,9999-01-01
105033,Takahira,Quadeer,M,58325,9999-01-01
105040,Vojin,Erbe,M,58016,9999-01-01
105095,Steen,Leppanen,F,45472,9999-01-01
105103,Elvis,Zambonelli,M,48862,9999-01-01
105143,Tse,Dulli,M,60706,9999-01-01
105202,Susumu,Jording,F,48818,9999-01-01
105208,Moon,Grospietsch,M,53701,9999-01-01
105223,Jiakeng,Manders,M,48708,9999-01-01
105234,Frederique,Navazio,M,40000,9999-01-01
105241,Arra,Ulupinar,M,52992,9999-01-01
105259,Mohamadou,Wiegley,M,66711,9999-01-01
105326,Almudena,Comte,M,40000,9999-01-01
105357,Martien,Billawala,M,40000,9999-01-01
105388,Sarita,Lorch,F,40748,9999-01-01
105401,Babette,Anguita,M,40000,9999-01-01
105408,Adit,Gihr,F,68754,9999-01-01
105410,Foong,Morton,F,40000,9999-01-01
105417,Rajmohan,Matzel,M,65530,9999-01-01
105532,Christophe,Sluis,F,47690,9999-01-01
105543,True,Fabrizio,F,60981,9999-01-01
105544,Feiyu,Mitsuhashi,M,40000,9999-01-01
105546,Dhritiman,Coombs,F,40000,9999-01-01
105560,Dmitri,Zeleznik,M,40000,9999-01-01
105587,Kwun,Demri,F,40000,9999-01-01
105633,Dmitry,Androutsos,M,40000,9999-01-01
105637,Remko,Tagansky,M,40000,9999-01-01
105670,Arumugam,Rijsenbrij,F,40000,9999-01-01
105681,Pranav,Mikschl,F,57728,9999-01-01
105776,Lokesh,Chinen,M,40000,9999-01-01
105817,Mihalis,Junot,M,41926,9999-01-01
105839,Ziyad,Rosca,M,53442,9999-01-01
105860,Heeju,Juneja,F,40000,9999-01-01
105910,Guozhong,Zaccaria,M,42079,9999-01-01
105915,Marsal,Pearson,M,47819,9999-01-01
106042,Jiann,Calkin,F,40000,9999-01-01
106048,Urs,Schlumberger,F,76731,9999-01-01
106083,Jacopo,Panangaden,M,73602,9999-01-01
106107,Hidde,Undy,F,61234,9999-01-01
106132,Yinlin,Schapiro,F,45501,9999-01-01
106161,Rafael,Baba,M,40000,9999-01-01
106206,Behnaam,Schlenzig,M,40000,9999-01-01
106212,Kristof,Pluym,F,51759,9999-01-01
106214,Valdiodio,Demir,M,45338,9999-01-01
106222,Shim,Uludag,F,76443,9999-01-01
106240,Shen,Ramras,F,46408,9999-01-01
106457,Toshimitsu,Frezza,M,46491,9999-01-01
106462,Chanjung,Decaestecker,M,47904,9999-01-01
106504,Tremaine,Panangaden,F,40000,9999-01-01
106547,Quingbo,dAstous,M,62082,9999-01-01
106552,Abdulla,Schaap,F,49915,9999-01-01
106558,Otilia,Brobst,F,41656,9999-01-01
106560,Tsuneo,Baar,M,40000,9999-01-01
106589,Krister,Weedman,M,72652,9999-01-01
106606,Yuuichi,Wynblatt,M,40000,9999-01-01
106611,Shir,Vecchi,M,40000,9999-01-01
106633,Jinxi,Kugler,M,40000,9999-01-01
106634,Ingmar,Rettelbach,F,77974,9999-01-01
106648,Khue,Masamoto,M,55524,9999-01-01
106679,Mahmut,Tasistro,F,40500,9999-01-01
106737,Shigeu,Rosay,M,56136,9999-01-01
106797,Aran,Raoux,F,58863,9999-01-01
106798,Phillip,Dratva,M,59998,9999-01-01
106928,Hongzhu,Merks,F,50376,9999-01-01
106981,Maren,Vilarrasa,M,40000,9999-01-01
106985,Adhemar,Pfau,F,40000,9999-01-01
107018,Temple,Braunmuhl,F,40000,9999-01-01
107090,Stein,Ferretti,M,43398,9999-01-01
107110,Wonhee,Lodder,M,54147,9999-01-01
107246,Eran,Naudin,F,40000,9999-01-01
107254,Dmitry,Simmen,F,40000,9999-01-01
107262,Feiyu,Butterworth,M,40000,9999-01-01
107264,Josyula,Chinin,M,40000,9999-01-01
107290,Reinhard,Jakobus,M,48949,9999-01-01
107320,Giordano,Chepyzhov,F,40000,9999-01-01
107341,Felicidad,Garnick,M,43265,9999-01-01
107391,Jaideep,Steinauer,M,75536,9999-01-01
107392,Chinho,Panangaden,F,40000,9999-01-01
107425,Khaled,Bojadziev,M,60401,9999-01-01
107466,Goo,Champarnaud,F,40000,9999-01-01
107488,Moto,Swiler,M,40000,9999-01-01
107504,Shao,Hoppenstand,F,40000,9999-01-01
107625,Quingbo,Schwabacher,F,40000,9999-01-01
107695,Babette,Cmelik,M,63683,9999-01-01
107732,Nigel,Encarnacion,F,44224,9999-01-01
107764,Moie,Mersereau,M,40000,9999-01-01
107780,Masasuke,Gewali,F,45786,9999-01-01
107797,Wayne,Strandh,M,43210,9999-01-01
107800,Goncalo,Stenning,M,66719,9999-01-01
107823,Nimmagadda,Bail,M,63309,9999-01-01
107825,Shounak,Hemaspaandra,M,40000,9999-01-01
107840,Krister,Hettesheimer,M,74188,9999-01-01
107892,Aral,Ambroszkiewicz,M,40000,9999-01-01
108018,Subhankar,Halevi,F,55142,9999-01-01
108028,Przemyslawa,Hagimont,M,40000,9999-01-01
108050,Hairong,Sommer,M,40421,9999-01-01
108064,Shimshon,Otillio,M,44249,9999-01-01
108092,Uzi,Edelhoff,F,44220,9999-01-01
108096,Arun,Bazzichi,F,40000,9999-01-01
108119,Qingxiang,Melton,M,67495,9999-01-01
108148,Szabolcs,Tyugu,M,43395,9999-01-01
108150,Shrikanth,Peternell,M,40000,9999-01-01
108176,Aksel,Piazza,M,40000,9999-01-01
108179,Constantijn,Crelier,M,54941,9999-01-01
108184,Kien,Merks,F,55766,9999-01-01
108218,Akeel,Piveteau,F,40000,9999-01-01
108410,Sanjai,Smailagic,F,40000,9999-01-01
108453,Ipke,Chappelet,M,40000,9999-01-01
108505,Arvin,Iwayama,M,56139,9999-01-01
108561,Kasturi,Luft,M,40000,9999-01-01
108597,Kazuhira,Einsfeld,M,40000,9999-01-01
108612,Ung,Joslin,M,40000,9999-01-01
108616,Fan,Feldmann,F,60258,9999-01-01
108641,Atreye,Schueller,M,41036,9999-01-01
108669,Jeanne,Garnham,M,40000,9999-01-01
108717,Heng,Kitsuregawa,M,59855,9999-01-01
108761,Nahid,Mandell,F,40000,9999-01-01
108794,Basil,Bamford,F,40000,9999-01-01
108822,Sachem,Senzako,F,55122,9999-01-01
108823,Teiji,Litzkow,F,57527,9999-01-01
108825,Kaijung,Danecki,M,65012,9999-01-01
108947,Ottavia,Doering,F,40000,9999-01-01
108954,Kellie,Vieri,M,42648,9999-01-01
108985,Masanao,Bressoud,F,59458,9999-01-01
108997,Arch,Liesche,F,49656,9999-01-01
109052,Xianlong,McFarlin,F,65126,9999-01-01
109090,Mircea,Bale,F,57456,9999-01-01
109147,Tetsushi,Dengi,F,44103,9999-01-01
109155,Serenella,Gill,M,70310,9999-01-01
109193,Garnet,Scharstein,M,66788,9999-01-01
109204,Paris,Ratnakar,F,40000,9999-01-01
109267,Ziyad,Bardell,F,44179,9999-01-01
109284,Mingdong,Junot,F,40000,9999-01-01
109291,Cullen,Theuretzbacher,F,62026,9999-01-01
109294,Udi,Savasere,M,67916,9999-01-01
109356,Carrsten,Puppo,F,40000,9999-01-01
109436,Sanjit,Kamble,F,65589,9999-01-01
109575,Jinxi,Kusalik,M,44051,9999-01-01
109696,Poornachandra,Erdmenger,M,73870,9999-01-01
109699,Pintsang,Duclos,M,68285,9999-01-01
109734,Maya,Plessier,M,74932,9999-01-01
109748,Dayanand,Suessmith,M,47780,9999-01-01
109790,Torsten,Ravishankar,M,51766,9999-01-01
109793,Zhanqiu,Oppitz,M,40000,9999-01-01
109799,Bouchung,Stanger,F,40368,9999-01-01
109827,Eckart,Strooper,F,40000,9999-01-01
109878,Goetz,Goldhammer,M,57669,9999-01-01
109938,Kinh,Isard,M,51333,9999-01-01
109949,Gian,Chinal,M,52796,9999-01-01
109951,Nahla,Pell,F,40000,9999-01-01
109997,Miquel,Borovoy,M,47339,9999-01-01
200008,Zeydy,Hutter,F,52321,9999-01-01
200030,LiMin,Schonegge,M,63520,9999-01-01
200050,Kensyu,Thorelli,M,52901,9999-01-01
200070,Yurii,Sury,F,40000,9999-01-01
200108,Abdelwaheb,Chvatal,M,40000,9999-01-01
200148,Sajjan,Schapire,M,58462,9999-01-01
200251,King,Vasanthakumar,M,41507,9999-01-01
200332,Feipei,Goldhammer,M,86090,9999-01-01
200333,Honesty,Kruskal,M,40000,9999-01-01
200334,Basem,Bojadziev,M,58014,9999-01-01
200348,Abdulla,Back,M,56392,9999-01-01
200370,Rafail,Trumbly,M,51011,9999-01-01
200434,Mabry,Boguraev,M,43852,9999-01-01
200526,Divine,Czaja,F,40000,9999-01-01
200702,Mary,Eldridge,M,42004,9999-01-01
200798,Godehard,Kossowski,F,76330,9999-01-01
201092,Alejandro,Hedayat,F,40000,9999-01-01
201126,Jaewoo,Kitsuregawa,F,59330,9999-01-01
201150,Chaosheng,Miculan,F,69972,9999-01-01
201205,Shaunak,Haddadi,M,40000,9999-01-01
201246,Yucel,Marchesini,M,40000,9999-01-01
201256,Takanari,Undy,M,56409,9999-01-01
201278,Aloys,Cherinka,M,58097,9999-01-01
201305,Byong,Khalid,F,49466,9999-01-01
201324,Zvonko,Stanfel,M,80344,9999-01-01
